,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1014,11068,-8.18,-0.27,-1.844,-15.16,-1.97,-1.907,4.51,-6.2,-2.65,3.05,0.297,-1453.32,1453.32
1015,11078,-4.81,3.99,-1.613,-13.55,2.01,-1.83,1.98,-5.23,-2.71,3.02,0.297,-1453.32,1453.32
1016,11088,-8.94,0.1,-2.045,-3.6,0.57,-2.116,0.69,-3.47,-2.71,3.0,0.297,-1836.162,1836.162
1017,11098,-6.87,8.27,-2.173,-8.14,-0.65,-2.116,-0.42,-1.79,-2.73,3.01,0.297,-2261.599,2261.599
1018,11110,-6.87,8.27,-2.173,-8.14,-0.65,-2.371,-2.2,-0.47,-2.79,3.01,0.297,-2810.915,2810.915
1019,11121,-14.53,5.13,-2.729,-11.18,4.0,-2.574,-4.12,-0.33,-2.87,2.97,0.296,-2810.915,2810.915
1020,11131,-17.47,4.01,-2.47,-4.78,4.02,-2.291,-6.97,0.23,-2.99,2.95,0.296,-3235.997,3235.997
1021,11141,-12.36,-0.47,-2.195,-2.87,1.8,-1.924,-8.67,2.18,-3.08,3.01,0.297,-3701.916,3701.916
1022,11151,-4.6,-1.84,-2.195,-13.23,-0.87,-1.924,-9.34,1.79,-3.14,2.99,0.297,-4162.157,4162.157
1023,11162,-4.6,-1.84,-1.66,-13.23,-0.87,-1.377,-10.63,2.14,-3.23,2.98,0.297,-4162.157,4162.157
1024,11174,-0.47,-2.97,-1.516,-11.82,4.6,-1.884,-10.13,2.42,-3.27,2.99,0.297,-4904.475,4904.475
1025,11185,-26.05,-1.86,-1.926,-19.02,-1.14,-1.741,-9.15,2.12,-3.28,2.99,0.297,-5525.581,5525.581
1026,11196,-13.05,0.74,-1.631,-8.92,-7.85,-1.792,-8.56,2.62,-3.31,3.04,0.297,-5982.207,5982.207
1027,11206,5.36,-4.51,-1.872,-10.38,2.49,-2.12,-8.12,3.25,-3.37,3.1,0.297,-6448.294,6448.294
1028,11216,5.36,-4.51,-1.872,-10.38,2.49,-2.12,-8.83,3.21,-3.47,3.1,0.297,-6337.154,6337.154
1029,11227,-26.04,2.28,-2.298,-7.71,-2.47,-2.445,-8.97,3.63,-3.54,3.14,0.297,-7012.276,7012.276
1030,11237,-13.16,-2.42,-2.415,-20.65,-3.45,-2.272,-9.4,4.95,-3.64,3.22,0.298,-7666.347,7666.347
1031,11248,-5.04,-3.48,-2.138,-9.13,-5.72,-2.111,-9.31,6.74,-3.72,3.35,0.297,-8335.606,8335.606
1032,11258,-1.99,-0.65,-2.138,-9.81,-1.66,-2.111,-10.48,8.43,-3.87,3.47,0.297,-8916.028,8916.028
1033,11269,-1.99,-0.65,-2.084,-9.81,-1.66,-2.146,-10.81,7.95,-4.03,3.51,0.297,-9018.568,9018.568
1034,11279,2.76,-6.48,-2.743,-0.27,-1.8,-2.796,-11.32,8.91,-4.16,3.62,0.297,-9015.478,9015.478
1035,11289,-4.1,-10.85,-2.61,-7.07,-4.29,-2.317,-12.68,9.39,-4.32,3.71,0.297,-9015.478,9015.478
1036,11300,3.54,-7.75,-2.12,-5.72,-4.48,-2.093,-12.59,9.77,-4.44,3.79,0.297,-9017.031,9017.031
1037,11310,3.54,-7.75,-2.12,-5.72,-4.48,-2.093,-10.9,10.65,-4.46,3.89,0.297,-9020.123,9020.123
1038,11321,-11.12,-6.26,-2.397,-5.66,-4.77,-2.232,-11.25,11.57,-4.6,4.02,0.297,-9020.123,9020.123
1039,11332,-9.33,-8.53,-2.683,-12.03,-3.8,-2.709,-12.48,11.82,-4.77,4.14,0.297,-9020.123,9020.123
1040,11343,-10.17,-3.81,-2.754,-12.89,-5.97,-2.868,-14.53,13.32,-4.97,4.33,0.299,-9020.123,9020.123
1041,11354,-3.25,-3.14,-2.913,0.02,-6.45,-2.868,-17.14,15.69,-5.23,4.54,0.297,-9021.66,9021.66
1042,11366,0.23,-4.4,-2.913,-9.07,-3.39,-2.998,-17.94,16.05,-5.43,4.71,0.297,-9021.66,9021.66
1043,11378,0.23,-4.4,-3.048,-9.07,-3.39,-3.206,-19.73,15.31,-5.68,4.82,0.297,-8999.882,8999.882
1044,11390,-4.59,-9.43,-3.355,-9.54,-6.96,-3.358,-19.88,15.17,-5.87,4.95,0.297,-9017.031,9017.031
1045,11401,-7.53,-4.9,-3.154,-4.6,-9.19,-3.012,-18.56,14.64,-6.0,5.08,0.298,-9017.031,9017.031
1046,11412,-11.65,-8.8,-2.816,-6.22,-3.71,-2.801,-18.8,14.69,-6.21,5.22,0.298,-9017.031,9017.031
1047,11423,-4.89,-6.33,-2.848,-12.89,-6.48,-2.892,-19.65,13.65,-6.45,5.3,0.297,-9020.123,9020.123
1048,11434,-3.6,-3.96,-2.848,-12.89,-6.48,-2.892,-16.61,11.75,-6.45,5.35,0.297,-9020.123,9020.123
1049,11446,-9.31,-6.43,-2.995,-22.23,-9.32,-3.067,-14.36,11.34,-6.52,5.5,0.298,-9018.568,9018.568
1050,11458,-9.31,-6.43,-2.995,-22.23,-9.32,-3.047,-12.96,11.41,-6.61,5.65,0.297,-9038.793,9038.793
1051,11470,-9.7,-3.38,-3.141,-15.15,-1.95,-3.377,-10.3,10.64,-6.65,5.73,0.297,-9020.123,9020.123
1052,11481,-6.01,4.22,-3.906,-7.94,-1.64,-3.766,-8.94,10.29,-6.7,5.81,0.297,-8777.466,8777.466
1053,11491,-5.78,-4.83,-3.72,-0.13,-3.89,-3.676,-8.22,8.21,-6.78,5.84,0.297,-8009.484,8009.484
1054,11501,-7.65,-3.37,-3.72,-11.83,-6.18,-3.676,-7.54,8.05,-6.86,5.93,0.297,-7182.35,7182.35
1055,11512,-7.65,-3.37,-3.527,-11.83,-6.18,-3.409,-6.06,7.59,-6.87,6.03,0.296,-7163.849,7163.849
1056,11522,-1.39,-2.71,-2.982,-9.33,-2.61,-2.848,-2.75,7.1,-6.81,6.12,0.298,-6130.603,6130.603
1057,11532,-8.53,-0.95,-2.773,-1.68,-1.39,-2.741,0.28,5.92,-6.78,6.16,0.297,-5320.939,5320.939
1058,11542,-11.76,-3.49,-2.773,-16.8,-2.06,-2.741,3.83,6.12,-6.68,6.26,0.297,-4533.983,4533.983
1059,11553,-11.76,-3.49,-2.63,-16.8,-2.06,-2.604,6.61,5.58,-6.57,6.34,0.297,-4643.924,4643.924
1060,11564,-4.14,-1.01,-2.661,-7.13,-2.37,-2.727,9.83,5.66,-6.41,6.41,0.298,-4049.023,4049.023
1061,11574,-8.17,-1.92,-2.881,-9.96,-0.02,-2.957,12.51,5.09,-6.23,6.41,0.297,-3394.277,3394.277
1062,11584,-1.77,-3.46,-3.138,-17.66,-4.02,-2.957,16.05,2.42,-6.02,6.32,0.297,-2707.969,2707.969
1063,11596,-2.86,-0.72,-3.138,-7.16,0.85,-3.219,17.92,-0.41,-5.82,6.22,0.296,-2908.252,2908.252
1064,11608,-2.86,-0.72,-3.527,-7.16,0.85,-3.509,20.81,-3.12,-5.55,6.09,0.297,-2480.011,2480.011
1065,11619,-3.13,-3.22,-3.436,-5.83,1.76,-3.355,22.93,-5.5,-5.33,5.97,0.297,-2257.713,2257.713
1066,11629,-15.26,-0.72,-3.252,-7.33,2.62,-3.243,24.36,-7.17,-5.1,5.88,0.297,-2039.385,2039.385
1067,11639,-1.53,-3.4,-3.275,-19.78,0.33,-3.331,24.01,-11.65,-4.91,5.64,0.298,-2039.385,2039.385
1068,11650,-11.35,-3.67,-3.48,-19.14,-0.06,-3.331,25.8,-13.9,-4.69,5.51,0.298,-2012.808,2012.808
1069,11663,-11.35,-3.67,-3.48,-19.14,-0.06,-3.556,26.3,-15.49,-4.48,5.35,0.289,-2051.229,2051.229
1070,11675,-16.54,-1.54,-3.25,5.26,2.22,-3.115,25.77,-17.16,-4.28,5.16,0.278,-2215.068,2215.068
1071,11688,-5.29,0.69,-2.925,-8.13,-1.23,-2.938,25.86,-18.3,-4.06,5.0,0.263,-2328.455,2328.455
1072,11700,-5.29,0.69,-2.925,-8.13,-1.23,-3.01,23.48,-18.98,-3.95,4.84,0.251,-2375.003,2375.003
1073,11712,-14.86,2.06,-2.969,-9.25,2.59,-3.007,20.38,-19.32,-3.85,4.72,0.238,-2502.584,2502.584
1074,11723,-14.54,1.61,-3.08,-14.28,0.56,-3.103,16.27,-18.96,-3.82,4.59,0.225,-2502.584,2502.584
1075,11734,-17.72,0.5,-3.141,-0.04,-3.3,-3.15,12.42,-17.54,-3.81,4.52,0.225,-2828.858,2828.858
1076,11745,-12.41,1.37,-3.031,-13.34,4.54,-2.96,10.2,-15.92,-3.74,4.45,0.207,-3413.234,3413.234
1077,11756,-13.16,0.76,-3.031,-13.34,4.54,-2.96,5.64,-14.19,-3.8,4.41,0.191,-4238.357,4238.357
1078,11768,-11.1,-1.81,-2.565,-17.64,-0.28,-2.492,2.1,-11.13,-3.86,4.39,0.178,-5129.594,5129.594
1079,11780,-11.1,-1.81,-2.565,-17.64,-0.28,-2.634,-1.95,-6.8,-3.95,4.48,0.165,-5129.594,5129.594
1080,11792,-11.99,1.06,-2.968,-1.98,0.86,-3.033,-5.18,-3.2,-4.04,4.52,0.151,-5802.3,5802.3
1081,11802,-13.56,-1.63,-2.734,-1.15,-1.39,-2.718,-8.84,-0.19,-4.18,4.56,0.154,-6466.306,6466.306
1082,11813,-10.38,-5.15,-2.631,-12.35,-2.69,-2.457,-10.94,2.23,-4.28,4.62,0.148,-7027.517,7027.517
1083,11824,-11.94,-3.75,-2.388,-9.12,-4.21,-2.323,-14.05,5.39,-4.43,4.74,0.147,-7425.987,7425.987
1084,11835,-9.18,-4.25,-2.388,-9.12,-4.21,-2.323,-16.23,9.32,-4.6,4.93,0.147,-7425.987,7425.987
1085,11847,-17.34,-0.85,-1.912,-10.73,-4.08,-1.985,-19.45,13.9,-4.86,5.2,0.147,-7885.469,7885.469
1086,11859,0.83,-6.96,-2.112,-12.4,-2.37,-2.095,-20.89,17.49,-5.06,5.43,0.147,-8388.93,8388.93
1087,11871,0.83,-6.96,-1.611,-12.4,-2.37,-1.528,-22.92,18.3,-5.3,5.59,0.147,-8764.76,8764.76
1088,11882,0.87,2.57,-1.821,4.18,-3.56,-1.714,-23.2,19.16,-5.47,5.71,0.147,-9017.15,9017.15
1089,11892,-5.09,-12.74,-1.533,-10.43,-0.63,-1.5,-23.1,19.68,-5.62,5.83,0.148,-9017.15,9017.15
1090,11903,-11.74,-3.91,-1.399,-14.69,-8.49,-1.539,-23.5,20.2,-5.83,5.99,0.148,-9032.626,9032.626
1091,11914,-10.43,0.36,-1.399,-14.69,-8.49,-1.539,-24.45,20.64,-6.11,6.15,0.147,-8993.698,8993.698
1092,11926,-10.43,0.36,-1.371,-9.52,-4.23,-1.312,-24.24,18.7,-6.32,6.19,0.146,-8866.067,8866.067
1093,11939,-4.74,-2.98,-1.182,-6.07,-9.37,-1.249,-23.58,17.83,-6.53,6.32,0.142,-8685.654,8685.654
1094,11951,-4.74,-2.98,-1.182,-6.07,-9.37,-0.964,-23.82,15.85,-6.77,6.39,0.135,-8408.917,8408.917
1095,11963,-4.97,-5.6,-0.573,-9.53,-0.58,-0.543,-23.88,13.05,-7.02,6.4,0.121,-8206.776,8206.776
1096,11974,-11.33,-3.58,-0.778,-6.14,-4.84,-0.769,-24.52,8.32,-7.33,6.3,0.105,-8225.396,8225.396
1097,11985,-6.74,-1.45,-0.628,1.99,-4.46,-0.563,-23.41,4.3,-7.51,6.23,0.105,-7925.411,7925.411
1098,11995,-11.66,-2.83,-0.242,1.39,-1.63,-0.073,-19.42,0.19,-7.52,6.13,0.086,-7660.991,7660.991
1099,12005,-6.49,-3.23,-0.242,-5.51,-7.73,-0.073,-16.77,-3.0,-7.58,6.03,0.064,-7398.21,7398.21
1100,12018,-4.46,-4.49,0.436,-9.82,-6.09,0.614,-13.41,-6.05,-7.61,5.93,0.034,-7268.4,7268.4
1101,12030,-12.26,3.77,0.641,-7.35,-5.81,0.632,-12.06,-9.7,-7.72,5.78,0.004,-6810.507,6810.507
1102,12041,-12.26,3.77,0.581,-7.35,-5.81,0.646,-6.37,-12.41,-7.59,5.67,0.009,-5997.362,5997.362
1103,12051,-6.07,3.05,0.918,-2.05,-5.26,0.938,1.12,-14.01,-7.32,5.59,0.001,-5337.497,5337.497
1104,12061,-4.35,-5.27,0.919,-2.15,-6.78,0.865,5.37,-13.99,-7.19,5.55,-0.008,-4631.167,4631.167
1105,12071,3.01,1.02,0.919,-6.05,-7.7,0.865,9.77,-11.86,-7.0,5.58,-0.008,-4722.827,4722.827
1106,12082,3.01,1.02,0.766,-6.05,-7.7,0.785,14.32,-10.96,-6.78,5.56,-0.026,-4120.965,4120.965
1107,12092,-4.88,1.63,0.395,-3.68,-0.9,0.398,17.64,-9.71,-6.59,5.56,-0.057,-3405.935,3405.935
1108,12102,-1.47,3.76,0.292,-4.68,-4.1,0.298,23.05,-8.96,-6.28,5.54,-0.083,-3405.935,3405.935
1109,12112,5.02,-2.02,0.182,5.72,-3.48,0.135,25.48,-7.45,-6.12,5.55,-0.083,-2861.535,2861.535
1110,12122,4.83,-1.98,0.182,5.72,-3.48,0.135,28.69,-4.78,-5.86,5.6,-0.11,-2302.25,2302.25
1111,12133,4.83,-1.98,0.07,-0.26,-0.24,0.099,28.5,-2.62,-5.73,5.61,-0.137,-1785.221,1785.221
1112,12143,4.25,-2.33,0.322,3.5,-3.87,0.377,28.45,-0.73,-5.61,5.65,-0.164,-1785.221,1785.221
1113,12153,1.1,4.35,0.636,13.15,1.17,0.669,29.25,1.49,-5.41,5.68,-0.166,-1246.245,1246.245
1114,12163,5.23,-0.01,0.636,13.15,1.17,0.669,26.66,3.91,-5.36,5.74,-0.186,-809.455,809.455
1115,12174,5.23,-0.01,0.862,2.63,-0.58,0.95,24.25,4.68,-5.27,5.72,-0.204,-642.372,642.372
1116,12184,14.19,-0.5,1.304,-6.44,-3.92,1.347,18.58,4.78,-5.29,5.73,-0.222,-642.372,642.372
1117,12194,-0.29,0.48,1.3,15.04,1.84,1.303,13.26,4.22,-5.33,5.69,-0.222,-536.976,536.976
1118,12204,-4.47,9.05,1.406,23.4,6.28,1.303,11.27,3.99,-5.27,5.7,-0.245,-472.012,472.012
1119,12214,-4.47,9.05,1.406,23.4,6.28,1.367,7.28,3.16,-5.28,5.67,-0.266,-472.012,472.012
1120,12225,-4.18,0.53,2.788,2.57,3.37,3.036,3.6,2.0,-5.28,5.63,-0.266,-465.541,465.541
1121,12235,8.47,0.15,3.065,10.33,-2.29,3.012,-2.3,0.02,-5.37,5.57,-0.289,-608.04,608.04
1122,12245,4.75,2.6,2.772,7.52,-0.3,2.705,-4.77,-1.47,-5.4,5.52,-0.295,-1005.531,1005.531
1123,12255,17.04,0.07,2.772,7.52,-0.3,2.705,-4.32,-2.64,-5.35,5.49,-0.299,-1005.531,1005.531
1124,12266,17.04,0.07,2.289,-1.49,-1.2,2.604,-5.89,-2.97,-5.36,5.49,-0.296,-1778.717,1778.717
1125,12276,13.58,-0.19,2.199,26.09,8.84,2.352,-5.54,-3.24,-5.3,5.46,-0.297,-2732.4,2732.4
1126,12286,1.39,-1.85,3.172,-3.73,-1.96,3.443,-6.06,-2.57,-5.31,5.49,-0.297,-3725.147,3725.147
1127,12296,4.72,0.13,3.418,1.79,-1.6,3.08,-7.27,-1.78,-5.37,5.53,-0.298,-3725.147,3725.147
1128,12306,10.95,-2.75,3.418,-1.19,1.54,3.08,-4.48,-2.31,-5.29,5.51,-0.297,-4644.296,4644.296
1129,12317,10.95,-2.75,3.137,-1.19,1.54,2.509,-4.13,-1.26,-5.28,5.57,-0.297,-6061.583,6061.583
1130,12328,6.5,0.67,1.527,4.75,-1.29,1.018,-3.38,1.41,-5.32,5.69,-0.296,-7150.974,7150.974
1131,12338,13.82,2.03,1.016,13.78,2.98,1.349,-4.57,4.02,-5.41,5.83,-0.296,-7150.974,7150.974
1132,12348,-4.23,1.24,1.295,8.47,2.76,2.076,-6.56,8.46,-5.56,6.07,-0.297,-8077.692,8077.692
1133,12358,4.99,3.8,1.295,8.47,2.76,2.076,-8.36,12.58,-5.76,6.31,-0.296,-8954.99,8954.99
1134,12370,3.37,-2.42,2.663,4.16,2.01,2.69,-12.07,16.15,-6.05,6.55,-0.296,-9040.348,9040.348
1135,12380,3.37,-2.42,2.663,4.16,2.01,2.666,-14.48,18.43,-6.28,6.74,-0.297,-9040.348,9040.348
1136,12391,9.01,-2.3,2.674,2.48,-4.61,2.55,-17.72,21.59,-6.54,7.0,-0.297,-9020.123,9020.123
1137,12401,6.56,-3.16,2.253,7.65,-5.23,2.239,-23.67,25.49,-6.92,7.32,-0.296,-9018.568,9018.568
1138,12411,11.2,0.13,2.179,11.71,-3.33,2.088,-27.78,27.82,-7.29,7.57,-0.296,-8978.104,8978.104
1139,12421,-2.06,-1.91,2.117,7.92,-2.4,2.088,-28.97,30.23,-7.52,7.86,-0.296,-9015.478,9015.478
1140,12431,-2.06,-1.91,2.117,7.92,-2.4,2.105,-31.79,31.65,-7.84,8.13,-0.296,-9017.031,9017.031
1141,12442,3.73,-2.12,2.088,-0.78,-3.78,2.028,-34.4,34.01,-8.14,8.49,-0.296,-9017.031,9017.031
1142,12452,2.38,-3.97,2.215,11.43,-1.83,2.586,-35.19,34.71,-8.37,8.78,-0.296,-9017.031,9017.031
1143,12462,1.25,0.86,2.551,7.76,-7.9,2.716,-33.24,33.49,-8.52,8.97,-0.296,-9018.568,9018.568
1144,12472,4.27,3.03,2.485,7.88,-3.51,2.716,-31.42,33.11,-8.65,9.21,-0.296,-9020.123,9020.123
1145,12483,4.27,3.03,2.485,7.88,-3.51,2.522,-28.9,31.1,-8.8,9.41,-0.296,-9034.164,9034.164
1146,12494,9.03,-2.36,2.395,8.93,-5.93,2.357,-24.69,28.93,-8.83,9.58,-0.297,-9034.164,9034.164
1147,12504,6.87,-5.38,2.636,13.76,-3.38,2.65,-21.72,26.56,-8.9,9.73,-0.297,-9015.478,9015.478
1148,12514,8.56,-9.59,2.655,2.28,-7.78,2.676,-13.94,22.67,-8.79,9.85,-0.296,-8959.434,8959.434
1149,12524,5.17,-0.1,2.481,13.93,-1.16,2.48,-7.79,18.76,-8.72,9.94,-0.296,-8116.79,8116.79
1150,12534,0.65,-4.33,2.481,6.46,-3.26,2.48,-2.02,14.96,-8.65,9.99,-0.297,-8116.79,8116.79
1151,12545,0.65,-4.33,2.614,6.46,-3.26,2.587,3.44,10.84,-8.55,10.02,-0.296,-6930.349,6930.349
1152,12555,2.53,-2.75,2.83,9.11,-0.46,2.861,8.66,8.82,-8.42,10.09,-0.297,-5006.863,5006.863
1153,12565,6.31,-9.2,2.777,12.65,-1.28,2.804,13.47,6.42,-8.27,10.13,-0.296,-3077.987,3077.987
1154,12575,9.36,-4.39,2.694,7.73,-3.92,2.719,17.81,1.86,-8.07,10.06,-0.296,-3459.41,3459.41
1155,12585,5.44,-0.96,2.783,12.87,-0.71,2.719,22.6,-3.89,-7.84,9.91,-0.296,-2181.462,2181.462
1156,12597,5.44,-0.96,2.783,12.87,-0.71,2.736,27.35,-7.98,-7.55,9.79,-0.296,-1329.812,1329.812
1157,12608,11.65,-1.37,2.553,-0.36,-6.31,2.549,31.54,-10.9,-7.18,9.67,-0.297,-522.801,522.801
1158,12618,7.33,-1.75,2.72,10.73,-0.4,2.703,33.6,-16.18,-6.87,9.42,-0.296,-649.063,649.063
1159,12628,6.53,-2.98,2.818,16.25,-4.49,2.829,37.96,-20.68,-6.48,9.16,-0.297,-219.318,219.318
1160,12638,17.98,0.69,2.769,-0.4,-1.37,2.828,39.77,-25.14,-6.12,8.86,-0.296,8.961,-8.961
1161,12648,-1.79,-5.01,2.769,19.83,-0.27,2.828,41.39,-27.99,-5.76,8.58,-0.297,8.961,-8.961
1162,12659,-1.79,-5.01,2.597,19.83,-0.27,2.591,41.42,-29.33,-5.43,8.35,-0.297,40.134,-40.134
1163,12670,13.14,0.74,2.904,5.74,1.36,2.903,42.24,-30.89,-5.06,8.11,-0.296,24.302,-24.302
1164,12680,2.69,-0.47,2.899,11.93,2.21,2.924,41.75,-33.7,-4.76,7.77,-0.297,46.723,-46.723
1165,12690,11.65,0.7,2.981,13.86,2.68,2.924,40.49,-34.22,-4.46,7.53,-0.296,46.723,-46.723
1166,12700,11.65,0.7,2.981,13.86,2.68,2.964,37.98,-35.47,-4.25,7.23,-0.296,42.33,-42.33
1167,12711,19.11,-3.42,3.48,5.15,1.68,3.473,35.52,-35.25,-3.99,6.97,-0.296,46.723,-46.723
1168,12722,2.68,0.8,3.227,11.61,2.87,3.284,33.56,-34.58,-3.78,6.72,-0.296,44.527,-44.527
1169,12733,13.75,3.69,3.139,9.54,0.94,3.141,29.72,-33.01,-3.64,6.51,-0.297,44.527,-44.527
1170,12743,4.68,-1.11,3.238,18.22,4.39,3.228,25.93,-32.36,-3.51,6.26,-0.297,44.527,-44.527
1171,12753,8.2,-1.48,3.006,6.23,1.16,3.063,20.95,-31.26,-3.44,6.02,-0.296,64.751,-64.751
1172,12763,7.85,1.88,2.899,17.56,-0.15,3.063,16.38,-28.26,-3.38,5.85,-0.296,51.099,-51.099
1173,12773,7.85,1.88,2.899,17.56,-0.15,2.89,12.18,-24.47,-3.33,5.71,-0.295,51.099,-51.099
1174,12784,7.4,1.61,3.093,12.49,3.74,3.093,7.13,-22.53,-3.33,5.51,-0.296,46.723,-46.723
1175,12794,18.0,6.16,3.108,2.4,0.83,3.107,3.79,-20.94,-3.29,5.34,-0.296,64.751,-64.751
1176,12804,0.88,-1.07,3.023,18.78,3.64,2.99,-0.12,-18.09,-3.3,5.21,-0.296,44.527,-44.527
1177,12814,3.61,2.33,3.242,6.9,-1.42,2.99,-1.44,-15.52,-3.24,5.06,-0.296,44.527,-44.527
1178,12826,3.61,2.33,3.242,6.9,-1.42,3.226,-2.81,-13.65,-3.15,4.93,-0.297,42.33,-42.33
1179,12837,-2.1,2.17,3.278,14.18,3.65,3.359,-3.17,-13.72,-3.1,4.71,-0.296,46.723,-46.723
1180,12847,9.08,-0.9,3.23,11.06,-0.89,3.314,-2.46,-13.22,-3.01,4.57,-0.296,42.33,-42.33
1181,12857,17.54,2.2,3.091,13.08,5.03,3.139,-1.08,-12.61,-2.91,4.44,-0.297,42.33,-42.33
1182,12867,6.04,1.98,2.916,14.65,4.35,2.961,-0.16,-12.03,-2.82,4.28,-0.297,44.527,-44.527
1183,12877,7.87,0.7,2.916,14.65,4.35,2.961,1.5,-9.94,-2.72,4.21,-0.296,46.723,-46.723
1184,12888,7.87,0.7,3.105,14.5,-0.63,3.027,2.7,-10.22,-2.63,4.07,-0.296,46.723,-46.723
1185,12898,5.14,3.34,3.12,7.6,6.81,3.091,4.45,-8.82,-2.54,4.01,-0.296,46.723,-46.723
1186,12908,4.91,1.39,3.317,11.99,2.58,3.24,5.55,-8.78,-2.45,3.91,-0.297,62.554,-62.554
1187,12918,9.21,-0.54,3.441,6.01,2.87,3.477,7.52,-8.13,-2.34,3.83,-0.297,26.482,-26.482
1188,12928,15.14,-2.36,3.457,11.58,2.47,3.477,8.86,-8.28,-2.24,3.71,-0.297,26.482,-26.482
1189,12938,15.14,-2.36,3.457,11.58,2.47,3.485,9.43,-8.79,-2.16,3.56,-0.297,8.454,-8.454
1190,12949,16.93,-0.01,3.406,15.56,5.47,3.482,10.42,-9.24,-2.07,3.44,-0.296,-128.824,128.824
1191,12959,14.09,-0.25,3.422,17.13,3.49,3.399,11.01,-9.1,-1.96,3.37,-0.296,-378.916,378.916
1192,12969,10.31,-0.31,3.387,15.71,3.71,3.352,11.1,-8.83,-1.88,3.27,-0.297,-378.916,378.916
1193,12979,10.51,-0.47,3.399,1.72,3.59,3.411,11.98,-8.31,-1.74,3.18,-0.297,-529.238,529.238
1194,12989,11.19,-1.94,3.399,11.78,1.5,3.411,11.16,-8.19,-1.67,3.1,-0.296,-817.886,817.886
1195,13000,11.19,-1.94,3.264,11.78,1.5,3.347,11.2,-8.64,-1.55,2.98,-0.296,-1121.622,1121.622
1196,13010,13.6,2.65,2.414,6.49,1.94,2.583,9.44,-8.32,-1.51,2.89,-0.296,-1212.335,1212.335
1197,13020,11.2,1.2,2.229,16.31,2.92,2.25,8.58,-7.61,-1.46,2.83,-0.296,-1999.798,1999.798
1198,13030,10.9,2.97,2.305,11.35,2.39,2.267,7.51,-6.7,-1.42,2.78,-0.296,-2831.545,2831.545
1199,13040,7.9,1.13,2.305,11.83,1.9,2.267,5.5,-6.29,-1.43,2.74,-0.297,-2831.545,2831.545
1200,13051,7.9,1.13,2.485,11.83,1.9,2.425,3.37,-4.54,-1.46,2.76,-0.296,-4119.124,4119.124
1201,13062,0.77,1.04,2.466,9.66,2.91,2.525,1.57,-3.08,-1.49,2.77,-0.296,-5244.097,5244.097
1202,13073,9.91,0.25,2.531,10.57,1.56,2.449,-1.27,-1.9,-1.6,2.8,-0.296,-6164.8,6164.8
1203,13084,7.21,-2.39,2.719,9.03,2.44,2.675,-3.18,0.22,-1.66,2.84,-0.297,-7139.113,7139.113
1204,13095,5.48,0.57,2.746,8.63,-0.42,2.797,-5.29,1.99,-1.74,2.9,-0.296,-6693.182,6693.182
1205,13105,11.45,-5.45,1.953,6.26,-2.41,2.03,-8.26,5.69,-1.89,3.05,-0.296,-6921.293,6921.293
1206,13115,15.66,-3.42,1.869,21.22,-2.36,1.89,-11.44,9.89,-2.06,3.25,-0.296,-6971.946,6971.946
1207,13125,-11.2,-1.01,2.37,4.28,3.01,1.89,-14.44,9.47,-2.25,3.23,-0.296,-6971.946,6971.946
1208,13136,-11.2,-1.01,2.37,4.28,3.01,2.076,-15.15,10.61,-2.34,3.31,-0.296,-6811.994,6811.994
1209,13147,-3.91,-12.95,2.546,3.47,-10.39,2.356,-17.23,12.41,-2.52,3.48,-0.296,-6724.304,6724.304
1210,13158,14.77,-7.58,2.101,28.28,4.45,2.136,-19.48,15.51,-2.73,3.71,-0.296,-6606.422,6606.422
1211,13168,4.5,0.93,2.668,3.41,0.23,2.53,-19.23,19.35,-2.83,3.98,-0.296,-6545.767,6545.767
1212,13178,6.36,-3.37,2.754,6.87,-0.82,2.668,-19.51,20.51,-2.95,4.14,-0.296,-6471.813,6471.813
1213,13188,-0.5,-4.75,2.854,7.16,-4.06,2.817,-18.16,19.68,-3.03,4.22,-0.296,-6197.578,6197.578
1214,13198,7.42,-7.75,2.854,7.16,-4.06,2.817,-15.81,19.81,-3.04,4.34,-0.296,-5929.627,5929.627
1215,13209,7.42,-7.75,2.77,-0.31,-6.82,2.818,-12.49,19.13,-3.01,4.46,-0.296,-5929.627,5929.627
1216,13219,14.87,-6.81,1.8,18.55,-2.0,1.927,-9.44,19.03,-2.97,4.61,-0.296,-5539.807,5539.807
1217,13229,7.59,-0.86,1.894,15.38,0.48,1.809,-6.71,18.49,-2.96,4.74,-0.296,-5029.3,5029.3
1218,13239,5.39,-2.16,2.186,11.27,-1.94,2.035,-3.16,16.45,-2.89,4.8,-0.297,-4334.072,4334.072
1219,13249,9.38,-5.89,2.308,3.11,-2.59,2.312,1.12,14.54,-2.76,4.87,-0.298,-4334.072,4334.072
1220,13259,11.82,-2.49,1.985,6.1,-1.2,2.312,3.61,13.63,-2.71,4.97,-0.297,-3498.253,3498.253
1221,13271,11.82,-2.49,1.985,6.1,-1.2,2.124,6.0,11.69,-2.66,5.03,-0.296,-2928.037,2928.037
1222,13282,-1.54,2.62,2.32,21.76,3.96,2.305,9.01,8.71,-2.53,5.03,-0.297,-2633.644,2633.644
1223,13292,10.33,-0.94,2.174,13.47,1.88,2.197,11.89,5.57,-2.41,5.01,-0.295,-2633.644,2633.644
1224,13302,3.4,-4.17,2.186,1.71,-1.34,2.143,14.42,1.97,-2.28,4.95,-0.296,-2575.185,2575.185
