,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1834,19825,-15.35,0.6,-2.832,-18.68,0.19,-2.812,12.28,-9.68,-4.57,5.81,0.297,-6342.358,6342.358
1835,19836,-1.51,2.34,-2.981,-25.46,1.55,-2.933,7.05,-6.21,-4.62,5.86,0.297,-6342.358,6342.358
1836,19846,5.64,1.2,-2.981,-10.11,0.52,-2.933,0.97,-2.29,-4.75,6.03,0.297,-6437.228,6437.228
1837,19856,5.64,1.2,-2.671,-10.11,0.52,-2.461,-2.94,1.76,-4.86,6.13,0.297,-6482.897,6482.897
1838,19867,-8.1,0.83,-3.042,3.25,1.73,-2.975,-7.16,1.81,-4.94,6.09,0.297,-6488.084,6488.084
1839,19877,-11.19,-0.75,-3.042,-4.16,-1.94,-2.975,-11.9,5.44,-5.07,6.2,0.299,-6488.084,6488.084
1840,19889,-11.19,-0.75,-3.193,-4.16,-1.94,-3.148,-16.02,9.36,-5.28,6.35,0.296,-6493.254,6493.254
1841,19901,-9.6,-2.18,-2.851,-15.25,-0.08,-2.916,-18.02,8.47,-5.39,6.31,0.297,-6397.32,6397.32
1842,19912,-8.95,-1.23,-2.884,-0.78,-2.89,-2.83,-18.51,9.19,-5.43,6.31,0.297,-6202.072,6202.072
1843,19922,-13.59,0.31,-2.884,-5.06,-2.78,-2.83,-20.61,10.61,-5.61,6.42,0.297,-6020.121,6020.121
1844,19934,-13.59,0.31,-2.231,-5.06,-2.78,-2.342,-19.41,9.2,-5.69,6.36,0.297,-5946.32,5946.32
1845,19946,-2.86,-3.75,-2.13,-14.47,-1.62,-2.342,-17.31,8.59,-5.68,6.37,0.297,-5628.291,5628.291
1846,19957,-11.12,-1.82,-2.507,-13.03,0.1,-2.485,-14.78,7.92,-5.66,6.38,0.298,-5023.826,5023.826
1847,19968,-5.64,-3.93,-2.507,-19.92,-3.76,-2.485,-11.64,6.63,-5.67,6.36,0.297,-4418.128,4418.128
1848,19980,-5.64,-3.93,-2.527,-19.92,-3.76,-2.479,-7.76,3.98,-5.57,6.3,0.297,-3794.167,3794.167
1849,19991,-7.03,2.19,-2.719,-11.63,0.03,-2.7,-2.79,-0.15,-5.42,6.12,0.297,-3794.167,3794.167
1850,20001,-3.47,-2.57,-2.652,-16.46,1.75,-2.723,1.29,-2.61,-5.31,6.04,0.297,-3257.539,3257.539
1851,20011,-13.57,-0.13,-2.652,-16.46,1.75,-2.723,3.83,-5.4,-5.24,5.97,0.297,-2918.558,2918.558
1852,20022,-13.57,-0.13,-2.73,-7.4,3.27,-2.766,9.6,-9.97,-4.99,5.78,0.298,-2832.119,2832.119
1853,20032,0.1,-2.11,-2.644,-6.43,1.51,-2.726,12.77,-12.45,-4.87,5.68,0.296,-2832.119,2832.119
1854,20042,-0.88,-4.16,-2.644,-6.43,1.51,-2.726,16.3,-14.06,-4.65,5.51,0.296,-2643.866,2643.866
1855,20053,-0.88,-4.16,-2.855,-15.03,-3.01,-2.853,18.32,-13.0,-4.51,5.54,0.297,-2532.742,2532.742
1856,20064,-7.58,-0.1,-2.824,-9.41,-3.38,-2.735,20.8,-12.83,-4.28,5.42,0.297,-2488.256,2488.256
1857,20075,-7.9,-1.26,-2.63,-8.25,1.24,-2.631,21.83,-12.4,-4.13,5.35,0.297,-2488.256,2488.256
1858,20086,-17.36,7.82,-2.63,-8.25,1.24,-2.631,22.75,-13.84,-3.99,5.24,0.297,-2522.689,2522.689
1859,20098,-17.36,7.82,-2.879,-10.76,-0.09,-3.06,24.16,-15.32,-3.74,5.0,0.297,-2526.711,2526.711
1860,20110,-11.87,0.18,-2.961,-13.37,-2.31,-3.044,21.91,-14.19,-3.66,4.89,0.297,-2506.487,2506.487
1861,20121,-10.49,-0.73,-2.848,-11.78,4.4,-2.869,21.52,-15.47,-3.5,4.72,0.297,-2508.497,2508.497
1862,20132,-9.69,3.21,-2.848,-16.59,-0.5,-2.869,21.63,-15.7,-3.31,4.58,0.298,-2468.032,2468.032
1863,20144,-9.69,3.21,-2.84,-16.59,-0.5,-2.877,17.91,-14.94,-3.26,4.42,0.297,-2486.245,2486.245
1864,20156,-12.67,2.69,-2.845,-12.57,1.81,-2.874,15.66,-13.13,-3.16,4.4,0.297,-2468.032,2468.032
1865,20167,-10.12,2.6,-2.674,-13.89,2.84,-2.709,13.09,-12.65,-3.11,4.26,0.296,-2374.986,2374.986
1866,20178,-5.57,0.25,-2.674,-12.41,2.98,-2.709,11.01,-11.79,-3.04,4.15,0.296,-2312.286,2312.286
1867,20190,-5.57,0.25,-2.659,-12.41,2.98,-2.681,7.97,-11.07,-3.01,4.02,0.297,-2231.406,2231.406
1868,20201,-11.6,-1.48,-2.612,-15.39,0.44,-2.666,5.57,-10.25,-2.99,3.92,0.297,-2231.406,2231.406
1869,20212,-17.99,1.79,-2.395,-5.82,-1.01,-2.141,5.02,-11.12,-2.92,3.78,0.297,-2055.521,2055.521
1870,20223,-2.7,1.78,-2.395,-13.52,-0.32,-2.141,3.91,-11.34,-2.85,3.63,0.298,-2020.985,2020.985
1871,20235,-2.7,1.78,-2.092,-13.52,-0.32,-2.057,1.03,-10.52,-2.88,3.54,0.297,-1980.537,1980.537
1872,20247,-20.52,1.28,-2.126,-13.44,-0.36,-2.056,1.19,-9.21,-2.82,3.53,0.296,-1923.953,1923.953
1873,20258,-5.54,-0.94,-1.886,-15.76,3.94,-1.907,0.16,-8.43,-2.78,3.46,0.297,-1802.607,1802.607
1874,20268,-8.43,-1.9,-1.886,-13.67,1.45,-1.907,0.42,-9.05,-2.75,3.36,0.297,-1893.456,1893.456
1875,20280,-8.43,-1.9,-2.084,-13.67,1.45,-2.273,-0.72,-6.84,-2.73,3.32,0.298,-1818.709,1818.709
1876,20292,-18.01,-1.84,-1.997,-4.92,0.76,-2.139,-0.69,-6.23,-2.73,3.24,0.298,-1735.717,1735.717
1877,20302,-9.57,1.56,-1.753,-14.0,2.89,-1.754,-0.23,-5.98,-2.68,3.14,0.297,-1618.494,1618.494
1878,20312,-7.73,-1.92,-1.753,-14.0,2.89,-1.754,-1.22,-4.77,-2.7,3.12,0.297,-1618.494,1618.494
1879,20323,-7.73,-1.92,-1.939,-16.23,0.02,-1.864,-0.11,-5.13,-2.66,3.06,0.297,-1551.569,1551.569
1880,20333,-14.1,3.33,-2.306,-10.59,2.85,-2.42,-1.0,-3.89,-2.67,3.04,0.297,-1458.761,1458.761
1881,20343,-8.22,-1.62,-2.306,-13.03,2.64,-2.42,-0.07,-3.74,-2.64,3.0,0.297,-1418.312,1418.312
1882,20354,-8.22,-1.62,-2.274,-13.03,2.64,-2.408,1.43,-4.37,-2.58,2.91,0.295,-1400.166,1400.166
1883,20364,-14.07,-0.36,-2.072,-12.91,1.77,-1.984,1.37,-4.54,-2.55,2.85,0.297,-1315.079,1315.079
1884,20374,-7.75,0.43,-1.963,-8.59,-0.73,-1.984,1.02,-2.39,-2.57,2.87,0.298,-1252.294,1252.294
1885,20385,-7.75,0.43,-1.963,-8.59,-0.73,-1.959,0.17,-2.83,-2.61,2.8,0.297,-1211.845,1211.845
1886,20396,-14.07,2.12,-1.787,-15.27,3.49,-1.793,1.39,-3.16,-2.53,2.72,0.297,-1121.25,1121.25
1887,20406,-12.78,1.47,-1.847,-13.94,-0.27,-1.824,1.52,-3.74,-2.5,2.65,0.297,-961.602,961.602
1888,20416,-12.74,-0.8,-1.847,-13.94,-0.27,-1.824,0.92,-3.62,-2.5,2.61,0.297,-833.886,833.886
1889,20427,-12.74,-0.8,-1.813,-6.71,3.23,-1.699,1.87,-4.25,-2.45,2.54,0.297,-712.541,712.541
1890,20437,1.11,0.0,-1.362,-18.47,0.15,-1.376,2.03,-4.67,-2.44,2.51,0.297,-748.714,748.714
1891,20447,-0.01,0.7,-1.362,-18.47,0.15,-1.376,2.0,-4.18,-2.4,2.5,0.297,-708.266,708.266
1892,20458,-0.01,0.7,-1.499,-9.32,3.81,-1.558,2.74,-3.46,-2.35,2.46,0.297,-703.991,703.991
1893,20468,-17.34,-0.8,-1.475,-17.9,1.19,-1.534,1.97,-2.84,-2.37,2.45,0.297,-703.991,703.991
1894,20478,-4.78,1.67,-1.475,-17.9,1.19,-1.534,2.63,-3.0,-2.33,2.42,0.297,-703.991,703.991
1895,20489,-4.78,1.67,-1.412,-5.79,2.53,-1.475,1.11,-2.34,-2.39,2.4,0.297,-627.352,627.352
1896,20499,-10.05,3.77,-1.687,-12.37,2.7,-1.604,1.02,-2.62,-2.37,2.36,0.297,-607.128,607.128
1897,20509,-3.27,1.59,-1.687,-10.46,1.92,-1.604,0.87,-2.96,-2.38,2.33,0.297,-607.128,607.128
1898,20520,-3.27,1.59,-1.844,-10.46,1.92,-1.932,-0.37,-2.17,-2.42,2.32,0.297,-564.533,564.533
1899,20531,-4.06,1.44,-2.294,-11.08,2.99,-2.14,-0.92,-1.94,-2.45,2.31,0.298,-542.146,542.146
1900,20541,-9.73,2.53,-2.437,-6.24,3.83,-2.451,-0.93,-1.67,-2.42,2.28,0.297,-485.765,485.765
1901,20551,-9.73,2.53,-2.437,-6.24,3.83,-2.451,-0.87,-0.79,-2.42,2.29,0.297,-485.765,485.765
1902,20562,-5.15,0.78,-2.321,-14.9,1.56,-2.321,-0.99,-0.65,-2.44,2.29,0.297,-422.93,422.93
1903,20572,-7.81,3.34,-2.436,-12.3,3.96,-2.447,-1.13,-1.28,-2.45,2.24,0.297,-382.464,382.464
1904,20582,-2.55,0.63,-2.436,-12.3,3.96,-2.447,-1.47,-0.11,-2.46,2.25,0.297,-380.301,380.301
1905,20593,-2.55,0.63,-2.442,-6.0,2.85,-2.471,-1.96,-0.42,-2.45,2.22,0.297,-380.301,380.301
1906,20603,-6.7,2.8,-2.42,-9.33,2.22,-2.425,-2.22,-0.57,-2.5,2.21,0.297,-396.217,396.217
1907,20613,-3.36,0.75,-2.42,-3.16,2.04,-2.425,-1.25,-0.56,-2.46,2.21,0.297,-416.442,416.442
1908,20624,-3.36,0.75,-2.445,-3.16,2.04,-2.442,-0.69,-0.73,-2.42,2.19,0.297,-454.761,454.761
1909,20634,-5.88,1.1,-2.37,-6.18,3.48,-2.353,-0.43,-0.52,-2.42,2.2,0.295,-454.761,454.761
1910,20644,-2.64,1.6,-2.37,-6.18,3.48,-2.353,-0.11,-1.07,-2.41,2.16,0.297,-454.761,454.761
1911,20655,-2.64,1.6,-2.369,-5.08,1.09,-2.332,1.38,-0.51,-2.34,2.17,0.297,-456.907,456.907
1912,20665,-9.91,1.22,-2.38,-6.09,4.58,-2.356,2.63,-1.19,-2.3,2.13,0.297,-456.907,456.907
1913,20675,-1.22,2.99,-2.38,-5.16,1.11,-2.356,2.05,-0.98,-2.31,2.12,0.297,-456.907,456.907
1914,20686,-1.22,2.99,-2.219,-5.16,1.11,-2.239,3.44,-0.44,-2.25,2.14,0.297,-459.07,459.07
1915,20696,-2.97,-0.28,-2.401,-9.25,2.57,-2.451,2.38,-0.44,-2.27,2.13,0.297,-461.232,461.232
1916,20706,-3.46,-2.61,-2.444,-0.62,2.55,-2.451,3.01,-1.48,-2.24,2.08,0.297,-461.232,461.232
1917,20718,-2.31,-2.36,-2.444,-0.62,2.55,-2.432,3.03,-1.37,-2.22,2.08,0.296,-461.232,461.232
1918,20729,-2.31,-2.36,-2.331,-8.43,1.5,-2.378,1.28,-1.22,-2.29,2.07,0.297,-456.907,456.907
1919,20739,-6.88,5.1,-2.426,-3.14,1.84,-2.454,1.98,-1.23,-2.23,2.06,0.297,-438.845,438.845
1920,20749,-4.66,-0.88,-2.426,-3.14,1.84,-2.454,2.94,-0.62,-2.17,2.09,0.298,-438.845,438.845
1921,20760,-4.66,-0.88,-2.398,-6.4,2.97,-2.366,3.47,-1.27,-2.12,2.03,0.298,-456.907,456.907
1922,20770,-3.42,0.4,-2.225,-4.19,2.64,-2.246,2.38,-0.69,-2.15,2.04,0.297,-549.479,549.479
1923,20780,-10.65,2.08,-2.225,-2.99,2.56,-2.246,1.34,-0.41,-2.18,2.06,0.297,-736.887,736.887
1924,20791,-10.65,2.08,-2.263,-2.99,2.56,-2.287,1.62,-0.93,-2.14,2.01,0.297,-1020.382,1020.382
1925,20802,-4.5,1.22,-2.106,-1.88,3.61,-2.219,1.72,-0.65,-2.11,2.02,0.297,-1129.208,1129.208
1926,20812,-2.07,2.08,-2.026,-7.42,4.11,-2.219,0.06,-0.7,-2.15,2.01,0.297,-1552.532,1552.532
1927,20822,-2.07,2.08,-2.026,-7.42,4.11,-2.039,0.98,-0.62,-2.1,2.0,0.297,-2180.448,2180.448
1928,20833,-4.16,2.94,-2.107,-5.01,3.29,-2.087,0.51,0.98,-2.12,2.09,0.297,-2788.663,2788.663
1929,20843,-10.52,-0.06,-2.067,-4.52,-0.37,-2.053,0.78,0.26,-2.08,2.04,0.297,-2460.073,2460.073
1930,20853,-10.52,-0.06,-2.067,-4.52,-0.37,-2.053,-0.52,0.19,-2.13,2.05,0.296,-2776.059,2776.059
1931,20864,-5.58,2.3,-1.939,-3.7,-1.01,-2.018,-0.74,0.59,-2.16,2.05,0.297,-3047.237,3047.237
1932,20874,2.43,0.1,-1.978,-7.59,0.18,-1.965,-0.44,-0.06,-2.15,2.03,0.297,-3047.237,3047.237
1933,20884,-5.25,-2.33,-1.978,-7.59,0.18,-1.965,-0.78,-0.01,-2.15,2.03,0.297,-3452.99,3452.99
1934,20895,-5.25,-2.33,-2.144,-2.1,-1.37,-2.093,-1.31,0.49,-2.2,2.04,0.297,-3878.493,3878.493
1935,20905,-4.22,-2.26,-2.137,-6.94,-0.18,-2.169,-2.65,1.63,-2.26,2.1,0.298,-4173.528,4173.528
1936,20915,-4.96,-4.21,-2.137,-6.94,-0.18,-2.169,-2.91,1.38,-2.29,2.11,0.297,-4173.528,4173.528
1937,20926,-4.96,-4.21,-2.297,-6.16,-0.82,-2.279,-4.45,1.73,-2.39,2.14,0.297,-4477.332,4477.332
1938,20936,-3.7,-3.14,-2.301,-3.01,-2.21,-2.332,-5.62,2.32,-2.43,2.18,0.297,-4746.177,4746.177
1939,20946,-5.54,-2.41,-2.301,-5.19,-1.24,-2.332,-6.22,2.86,-2.51,2.22,0.297,-5007.573,5007.573
1940,20957,-5.54,-2.41,-2.395,-5.19,-1.24,-2.38,-6.68,4.21,-2.59,2.29,0.297,-5007.573,5007.573
1941,20967,-1.52,-2.98,-2.366,-9.19,-0.89,-2.53,-7.18,3.39,-2.67,2.29,0.297,-5217.368,5217.368
1942,20977,-2.94,-4.22,-2.467,-7.57,-2.78,-2.53,-8.94,4.13,-2.79,2.35,0.298,-5379.314,5379.314
1943,20988,-2.94,-4.22,-2.467,-7.57,-2.78,-2.539,-10.18,4.6,-2.9,2.38,0.297,-5583.55,5583.55
1944,20998,0.57,-3.04,-2.509,-10.58,-1.97,-2.56,-9.14,4.86,-2.92,2.45,0.296,-5583.55,5583.55
1945,21008,-5.24,-4.45,-2.643,-5.54,-4.79,-2.56,-8.22,5.01,-2.95,2.49,0.297,-5727.046,5727.046
1946,21020,-9.17,-4.77,-2.643,-5.54,-4.79,-2.705,-8.88,5.31,-3.03,2.55,0.297,-5903.912,5903.912
1947,21031,-9.17,-4.77,-2.836,-11.5,-2.91,-3.042,-8.36,5.96,-3.11,2.64,0.297,-5978.76,5978.76
1948,21041,-6.7,-4.42,-2.999,-8.11,-2.56,-3.002,-8.12,7.74,-3.16,2.73,0.297,-5978.76,5978.76
1949,21051,-9.61,-5.69,-2.999,-8.11,-2.56,-3.002,-8.21,6.91,-3.26,2.76,0.297,-5962.05,5962.05
1950,21062,-9.61,-5.69,-2.912,-7.67,-2.02,-2.779,-7.48,7.43,-3.28,2.85,0.297,-5963.824,5963.824
1951,21072,-7.95,-7.52,-2.578,-12.72,-5.29,-2.539,-5.72,7.34,-3.26,2.9,0.297,-5925.133,5925.133
1952,21082,-3.38,-4.17,-2.578,-8.46,-5.59,-2.539,-6.16,7.62,-3.37,2.99,0.296,-5925.133,5925.133
1953,21093,-3.38,-4.17,-2.627,-8.46,-5.59,-2.982,-5.16,9.44,-3.4,3.17,0.298,-5827.525,5827.525
1954,21104,-1.0,-3.56,-3.128,-4.43,-3.05,-3.189,-4.41,8.33,-3.43,3.2,0.297,-5634.204,5634.204
1955,21114,5.54,-4.46,-3.222,-14.49,-0.23,-3.337,-3.93,8.45,-3.47,3.25,0.297,-5321.564,5321.564
1956,21124,5.54,-4.46,-3.222,-14.49,-0.23,-3.337,-3.64,8.89,-3.52,3.35,0.297,-5321.564,5321.564
1957,21135,-11.17,-4.46,-3.349,-1.25,-3.0,-3.374,-2.42,8.93,-3.5,3.45,0.297,-4924.715,4924.715
1958,21145,-11.5,-1.8,-3.13,-18.04,-4.62,-3.261,-1.95,8.58,-3.53,3.51,0.298,-4408.768,4408.768
1959,21156,-2.88,-3.82,-3.214,-4.43,-3.12,-3.261,-1.69,7.82,-3.56,3.54,0.297,-3869.184,3869.184
1960,21168,-2.88,-3.82,-3.214,-4.43,-3.12,-3.388,-1.08,6.29,-3.57,3.51,0.297,-3869.184,3869.184
1961,21179,-7.23,-3.97,-3.406,-6.4,-4.06,-3.165,-0.97,4.95,-3.59,3.53,0.297,-3200.262,3200.262
1962,21189,-13.34,-2.44,-3.184,-8.77,-2.86,-3.035,-0.58,3.31,-3.57,3.51,0.297,-2673.823,2673.823
1963,21199,-10.59,-1.62,-3.184,-8.77,-2.86,-3.035,-1.27,2.69,-3.61,3.54,0.297,-2243.638,2243.638
1964,21210,-10.59,-1.62,-2.963,-13.97,1.4,-3.11,1.11,1.54,-3.52,3.53,0.297,-2243.638,2243.638
1965,21220,-12.84,-0.51,-3.089,-8.91,0.01,-3.15,0.98,-0.35,-3.55,3.49,0.297,-1815.33,1815.33
1966,21230,-3.16,-6.19,-3.089,-8.91,0.01,-3.15,2.8,-1.67,-3.46,3.45,0.297,-1338.834,1338.834
1967,21242,-5.34,-2.99,-3.029,-7.96,0.16,-3.093,2.73,-2.7,-3.46,3.42,0.297,-1000.867,1000.867
1968,21253,-5.34,-2.99,-3.029,-7.96,0.16,-3.073,3.38,-3.78,-3.43,3.37,0.298,-616.944,616.944
1969,21263,-5.13,-1.93,-3.066,-7.96,1.69,-3.08,4.6,-4.89,-3.32,3.34,0.298,-761.538,761.538
1970,21273,-6.36,-1.22,-3.066,-11.03,-1.27,-3.08,4.63,-4.66,-3.32,3.35,0.298,-631.643,631.643
1971,21285,-6.36,-1.22,-3.106,-11.03,-1.27,-3.137,5.51,-5.5,-3.28,3.31,0.297,-512.46,512.46
1972,21296,-13.13,1.11,-3.132,-13.82,0.8,-3.14,4.91,-6.12,-3.25,3.25,0.297,-411.339,411.339
1973,21306,-16.44,5.22,-3.065,-7.29,3.4,-3.066,4.69,-5.02,-3.24,3.24,0.299,-429.401,429.401
1974,21316,-8.26,-2.93,-3.065,-7.29,3.4,-3.066,5.55,-6.52,-3.16,3.15,0.297,-402.705,402.705
1975,21327,-8.26,-2.93,-2.903,-9.37,1.02,-2.937,3.84,-6.26,-3.22,3.13,0.297,-326.117,326.117
1976,21337,-11.1,2.93,-2.879,-9.98,0.73,-2.893,4.05,-5.31,-3.16,3.12,0.297,-245.219,245.219
1977,21347,-9.19,1.23,-2.879,-9.98,0.73,-2.893,4.01,-4.95,-3.15,3.07,0.297,-263.264,263.264
1978,21358,-9.19,1.23,-2.807,-11.65,2.35,-2.805,4.26,-3.55,-3.09,3.09,0.297,-240.86,240.86
1979,21368,-6.74,0.44,-2.78,-8.06,5.02,-2.807,2.72,-3.26,-3.12,3.06,0.297,-202.591,202.591
1980,21378,-12.93,0.19,-2.78,-9.24,4.63,-2.807,2.83,-4.02,-3.08,3.0,0.297,-202.591,202.591
1981,21389,-12.93,0.19,-2.795,-9.24,4.63,-2.793,2.03,-3.13,-3.08,3.0,0.297,-162.126,162.126
1982,21399,-7.5,2.1,-2.698,-8.74,1.47,-2.704,1.6,-3.5,-3.07,2.95,0.297,-103.633,103.633
1983,21409,-10.17,0.65,-2.698,-8.19,0.83,-2.704,-0.29,-2.43,-3.12,2.95,0.297,-97.077,97.077
1984,21420,-10.17,0.65,-2.743,-8.19,0.83,-2.76,1.27,-3.21,-3.03,2.86,0.297,-97.077,97.077
1985,21430,-9.93,0.01,-2.687,-11.14,4.18,-2.687,-1.28,-2.31,-3.12,2.89,0.297,-79.032,79.032
1986,21440,-5.16,1.89,-2.679,-6.13,3.19,-2.687,0.89,-2.11,-3.02,2.87,0.297,-38.584,38.584
1987,21452,-16.35,2.27,-2.679,-6.13,3.19,-2.691,-0.91,-2.55,-3.09,2.81,0.297,-34.208,34.208
1988,21463,-16.35,2.27,-2.705,-7.34,1.72,-2.715,-0.42,-2.39,-3.05,2.8,0.298,-54.432,54.432
1989,21473,-1.1,1.24,-2.71,-4.7,3.37,-2.728,1.38,-1.81,-2.98,2.81,0.298,-36.387,36.387
1990,21483,-11.26,0.77,-2.71,-4.7,3.37,-2.728,1.87,-0.49,-2.94,2.83,0.297,-36.387,36.387
1991,21494,-11.26,0.77,-2.65,-11.57,2.26,-2.643,1.51,-0.72,-2.94,2.8,0.297,-36.387,36.387
1992,21504,-4.4,4.18,-2.732,-6.03,0.94,-2.703,1.14,-0.93,-2.95,2.78,0.297,-36.387,36.387
1993,21514,-10.33,5.35,-2.732,-6.95,5.43,-2.703,0.15,-0.78,-2.99,2.76,0.297,-18.36,18.36
1994,21526,-10.33,5.35,-2.685,-6.95,5.43,-2.705,0.84,-0.93,-2.97,2.77,0.297,-2.511,2.511
1995,21537,-4.39,3.05,-2.647,-8.72,4.04,-2.654,1.1,-0.94,-2.91,2.74,0.298,4.061,-4.061
1996,21547,-3.58,3.34,-2.648,-4.78,3.91,-2.661,1.62,-0.83,-2.89,2.73,0.297,24.302,-24.302
1997,21557,-6.7,1.92,-2.722,-11.21,5.04,-2.759,2.11,-1.83,-2.85,2.67,0.297,24.302,-24.302
1998,21567,-10.19,2.55,-2.722,-11.21,5.04,-2.759,1.72,-0.96,-2.88,2.68,0.297,66.947,-66.947
1999,21578,-10.19,2.55,-2.804,-2.98,2.94,-2.816,1.15,-0.97,-2.88,2.66,0.297,48.92,-48.92
2000,21588,-7.88,0.75,-2.588,-9.26,1.02,-2.583,1.67,-1.58,-2.85,2.64,0.297,48.92,-48.92
2001,21598,-5.53,0.25,-2.588,-9.26,1.02,-2.583,1.74,-1.27,-2.83,2.63,0.297,44.527,-44.527
2002,21609,-5.53,0.25,-2.539,-8.14,2.84,-2.558,1.78,-1.02,-2.81,2.64,0.297,40.134,-40.134
2003,21619,-8.0,-1.55,-2.547,-9.58,4.97,-2.565,1.82,-0.48,-2.77,2.64,0.297,42.33,-42.33
2004,21629,-6.31,4.69,-2.547,-11.68,3.1,-2.565,2.72,-1.19,-2.73,2.63,0.298,42.33,-42.33
2005,21640,-6.31,4.69,-2.563,-11.68,3.1,-2.552,1.44,-1.09,-2.73,2.6,0.297,37.954,-37.954
2006,21650,-3.92,2.08,-2.635,-4.35,4.54,-2.651,2.4,-2.0,-2.71,2.54,0.296,58.178,-58.178
2007,21660,-9.94,2.36,-2.529,-5.39,4.49,-2.541,1.71,-2.86,-2.69,2.49,0.297,58.178,-58.178
2008,21670,-9.94,2.36,-2.529,-5.39,4.49,-2.541,1.39,-2.3,-2.69,2.51,0.297,58.178,-58.178
2009,21681,-6.88,2.84,-2.609,-5.36,3.81,-2.538,2.36,-1.89,-2.65,2.5,0.297,60.375,-60.375
2010,21691,-4.6,1.32,-2.55,-5.31,2.18,-2.561,3.31,-1.77,-2.6,2.47,0.297,40.134,-40.134
2011,21701,-4.6,1.32,-2.55,-5.31,2.18,-2.561,2.06,-1.32,-2.64,2.49,0.297,40.134,-40.134
2012,21712,-10.77,0.84,-2.481,-5.82,2.15,-2.482,2.03,-1.82,-2.61,2.44,0.297,58.178,-58.178
2013,21722,-2.4,-0.21,-2.524,-6.85,1.69,-2.529,1.93,-1.67,-2.57,2.44,0.296,55.982,-55.982
2014,21732,-10.94,0.97,-2.524,-6.85,1.69,-2.529,1.52,-1.64,-2.57,2.41,0.297,53.786,-53.786
2015,21743,-10.94,0.97,-2.37,0.0,2.93,-2.392,2.38,-1.59,-2.52,2.4,0.297,53.786,-53.786
2016,21753,-10.16,1.57,-2.402,-7.39,2.36,-2.416,1.79,-2.02,-2.53,2.36,0.297,37.954,-37.954
2017,21763,-3.32,1.2,-2.402,-7.39,2.36,-2.416,2.53,-2.21,-2.48,2.35,0.297,35.758,-35.758
2018,21773,-3.32,1.2,-2.419,-4.95,2.4,-2.412,2.25,-2.16,-2.46,2.32,0.281,40.134,-40.134
2019,21784,-6.44,3.14,-2.434,-3.22,1.33,-2.455,1.89,-2.07,-2.44,2.31,0.259,40.134,-40.134
2020,21794,-3.49,0.7,-2.415,-3.89,1.89,-2.422,2.19,-2.3,-2.41,2.29,0.259,64.751,-64.751
2021,21804,-5.59,0.17,-2.415,-3.89,1.89,-2.422,2.37,-2.03,-2.38,2.28,0.23,64.751,-64.751
2022,21815,-5.59,0.17,-2.271,-8.38,3.41,-2.297,1.99,-1.42,-2.37,2.28,0.204,42.33,-42.33
2023,21825,-6.52,1.23,-2.264,-3.8,0.32,-2.261,2.06,-1.85,-2.36,2.23,0.177,42.33,-42.33
2024,21835,-7.43,0.13,-2.283,-5.21,3.23,-2.261,1.28,-1.62,-2.39,2.22,0.175,42.33,-42.33
2025,21845,-7.43,0.13,-2.283,-5.21,3.23,-2.289,1.26,-0.99,-2.36,2.23,0.149,42.33,-42.33
2026,21856,-4.95,2.75,-2.137,-8.67,1.57,-2.161,1.56,-1.59,-2.33,2.2,0.115,82.796,-82.796
2027,21866,-0.52,1.39,-1.811,6.74,2.39,-1.803,1.64,-1.36,-2.31,2.21,0.115,64.751,-64.751
2028,21876,-0.52,1.39,-1.811,6.74,2.39,-1.803,0.89,-0.95,-2.32,2.21,0.088,62.554,-62.554
2029,21887,-5.66,3.13,-1.678,-4.79,1.21,-1.688,1.65,-1.08,-2.27,2.18,0.065,42.33,-42.33
2030,21897,-0.08,-1.11,-1.278,5.98,-0.38,-1.511,2.95,-0.29,-2.2,2.21,0.042,42.33,-42.33
2031,21907,-0.05,-0.15,-1.278,3.27,2.47,-1.511,1.53,-0.46,-2.23,2.18,0.042,58.178,-58.178
2032,21919,-0.05,-0.15,-1.128,3.27,2.47,-1.153,0.79,-0.5,-2.25,2.17,0.016,62.554,-62.554
2033,21930,-2.25,1.41,-0.648,0.29,0.79,-0.923,1.85,-0.41,-2.19,2.16,0.004,42.33,-42.33
2034,21940,-1.06,-0.39,-0.45,5.81,1.79,-0.466,1.28,-0.23,-2.19,2.16,0.002,62.554,-62.554
2035,21950,1.84,1.66,-0.319,-6.69,0.37,-0.318,2.15,-0.6,-2.14,2.13,0.002,44.527,-44.527
2036,21960,-0.21,-1.11,-0.319,13.16,2.61,-0.318,1.16,0.13,-2.16,2.17,0.002,44.527,-44.527
2037,21971,-0.21,-1.11,-0.261,13.16,2.61,-0.28,0.91,0.36,-2.17,2.18,0.002,62.554,-62.554
2038,21981,0.95,-1.11,0.002,-5.6,-1.74,-0.008,1.14,0.15,-2.15,2.16,0.002,62.554,-62.554
2039,21991,3.25,-0.53,0.071,10.92,0.84,0.06,1.15,-0.36,-2.13,2.13,0.002,60.375,-60.375
2040,22001,-1.29,2.3,0.07,-5.43,1.49,0.06,0.8,-0.43,-2.15,2.13,0.002,60.375,-60.375
2041,22011,-1.29,2.3,0.07,-5.43,1.49,0.084,1.66,0.45,-2.1,2.17,0.001,60.375,-60.375
2042,22022,2.46,0.17,0.172,6.76,1.11,0.164,1.11,-0.05,-2.11,2.13,0.001,60.375,-60.375
